mission_id,agency,mission_type,launch_date,cost_million_usd,payload_type,destination,status
2115,CNSA,Satellite Deployment,1985-09-26,2226,Scientific Probe,Asteroid Belt,Failure
2116,NASA,Space Tourism,1975-11-17,121,Cargo,Low Earth Orbit,Success
2117,ISRO,Mars,1964-03-14,305,Scientific Probe,Asteroid Belt,Partial Success
2118,ISRO,Lunar,2021-10-01,3568,Satellite,Low Earth Orbit,Partial Success
2119,ISRO,Space Tourism,1980-06-22,3531,Rover,Moon,Failure
2120,Virgin Galactic,Lunar,1970-05-13,2374,Rover,Mars,Failure
2121,ISRO,Space Tourism,1975-05-05,576,Crewed,Mars,Partial Success
2122,Virgin Galactic,Mars,1978-03-08,3954,Space Telescope,Moon,Success
2123,Roscosmos,Mars,1965-10-22,2502,Cargo,Deep Space,Partial Success
2124,NASA,Space Tourism,1962-02-21,4236,Cargo,Moon,Failure
2125,SpaceX,Asteroid Mining,1967-06-28,1012,Scientific Probe,Low Earth Orbit,Failure
2126,NASA,Orbital,2015-06-13,1498,Cargo,Moon,Partial Success
2127,Virgin Galactic,Asteroid Mining,1966-09-22,3270,Scientific Probe,Asteroid Belt,Failure
2128,ESA,Deep Space,1960-05-21,2509,Scientific Probe,Asteroid Belt,Failure
2129,SpaceX,Space Tourism,2017-11-09,4945,Rover,Deep Space,Failure
2130,ESA,Lunar,1994-06-19,549,Space Telescope,Deep Space,Success
2131,SpaceX,Orbital,2019-10-10,2838,Cargo,Deep Space,Success
2132,Roscosmos,Lunar,1991-12-05,4858,Cargo,Mars,Partial Success
2133,Blue Origin,Deep Space,2002-02-01,3940,Scientific Probe,Mars,Failure
2134,Roscosmos,Mars,1999-10-21,193,Scientific Probe,Deep Space,Partial Success
2135,Roscosmos,Lunar,2011-11-15,2932,Space Telescope,Asteroid Belt,Failure
2136,Blue Origin,Deep Space,1996-02-13,285,Crewed,Low Earth Orbit,Partial Success
2137,ESA,Orbital,2006-10-06,3702,Space Telescope,Low Earth Orbit,Failure
2138,CNSA,Satellite Deployment,2002-03-20,177,Satellite,Deep Space,Partial Success
2139,ESA,Orbital,1969-01-20,1187,Space Telescope,Low Earth Orbit,Partial Success
2140,Virgin Galactic,Orbital,2012-03-14,3794,Space Telescope,Mars,Success
2141,ESA,Orbital,1994-01-26,3951,Crewed,Moon,Partial Success
2142,CNSA,Asteroid Mining,2012-04-21,4959,Satellite,Low Earth Orbit,Partial Success
2143,NASA,Asteroid Mining,2010-05-12,3307,Space Telescope,Low Earth Orbit,Failure
2144,SpaceX,Satellite Deployment,2006-09-20,1560,Satellite,Mars,Success
2145,Virgin Galactic,Satellite Deployment,1959-12-23,351,Rover,Low Earth Orbit,Success
2146,Virgin Galactic,Orbital,1962-11-15,3034,Satellite,Mars,Success
2147,SpaceX,Orbital,1977-10-01,4664,Cargo,Mars,Failure
2148,Virgin Galactic,Asteroid Mining,2018-08-28,1353,Rover,Asteroid Belt,Success
2149,Blue Origin,Deep Space,1978-07-19,3828,Cargo,Deep Space,Partial Success
2150,Roscosmos,Orbital,1998-11-04,2640,Crewed,Moon,Success
2151,CNSA,Satellite Deployment,1997-02-04,3149,Rover,Low Earth Orbit,Success
2152,Roscosmos,Lunar,1973-07-07,4673,Crewed,Deep Space,Partial Success
2153,ISRO,Space Tourism,2001-01-19,4975,Satellite,Mars,Failure
2154,ISRO,Space Tourism,1973-06-20,1193,Crewed,Asteroid Belt,Partial Success
2155,Roscosmos,Lunar,2022-09-18,4763,Rover,Moon,Failure
2156,Blue Origin,Asteroid Mining,1971-09-14,916,Crewed,Mars,Success
2157,NASA,Space Tourism,1984-03-18,1885,Rover,Moon,Success
2158,ESA,Orbital,2014-10-17,866,Cargo,Low Earth Orbit,Failure
2159,ISRO,Satellite Deployment,2004-03-03,837,Satellite,Moon,Failure
2160,Blue Origin,Lunar,2009-05-28,3279,Rover,Moon,Partial Success
2161,NASA,Deep Space,1992-07-17,640,Space Telescope,Low Earth Orbit,Success
2162,Virgin Galactic,Orbital,2000-02-17,4766,Space Telescope,Low Earth Orbit,Failure
2163,ISRO,Lunar,1994-02-10,2623,Scientific Probe,Moon,Failure
2164,ESA,Asteroid Mining,1989-02-18,396,Rover,Moon,Partial Success
2165,ESA,Deep Space,2006-04-03,1647,Cargo,Deep Space,Failure
2166,ESA,Mars,1960-09-04,2102,Satellite,Mars,Partial Success
2167,CNSA,Asteroid Mining,1980-03-17,1283,Scientific Probe,Moon,Partial Success
2168,Blue Origin,Asteroid Mining,2008-07-18,4629,Space Telescope,Mars,Success
2169,SpaceX,Deep Space,2019-04-01,1876,Rover,Moon,Success
2170,CNSA,Asteroid Mining,1961-10-21,1453,Crewed,Moon,Partial Success
2171,Roscosmos,Satellite Deployment,1994-12-12,3299,Cargo,Deep Space,Success
2172,Virgin Galactic,Deep Space,1997-12-17,3704,Crewed,Asteroid Belt,Failure
2173,SpaceX,Deep Space,1983-10-15,1554,Crewed,Mars,Failure
2174,CNSA,Space Tourism,2020-04-11,2567,Scientific Probe,Moon,Success
2175,Roscosmos,Asteroid Mining,1999-01-06,4163,Scientific Probe,Asteroid Belt,Failure
2176,CNSA,Lunar,1966-07-14,4061,Scientific Probe,Moon,Partial Success
2177,CNSA,Orbital,1982-02-09,2907,Satellite,Deep Space,Partial Success
2178,CNSA,Lunar,1999-07-08,1643,Satellite,Deep Space,Failure
2179,ISRO,Mars,2018-03-21,4114,Cargo,Low Earth Orbit,Failure
2180,Blue Origin,Mars,1965-09-22,208,Crewed,Mars,Success
2181,Roscosmos,Mars,2010-09-11,317,Rover,Asteroid Belt,Failure
2182,Roscosmos,Deep Space,2021-07-26,345,Crewed,Low Earth Orbit,Success
2183,CNSA,Asteroid Mining,1989-12-08,1698,Cargo,Asteroid Belt,Success
2184,Blue Origin,Deep Space,2005-08-11,1478,Crewed,Asteroid Belt,Failure
2185,SpaceX,Asteroid Mining,1961-06-24,2363,Space Telescope,Low Earth Orbit,Success
2186,Virgin Galactic,Deep Space,1987-01-17,4563,Satellite,Deep Space,Success
2187,Virgin Galactic,Satellite Deployment,1968-12-26,4339,Cargo,Asteroid Belt,Partial Success
2188,ISRO,Asteroid Mining,2001-08-17,1211,Satellite,Low Earth Orbit,Failure
2189,ISRO,Space Tourism,1993-08-25,3878,Scientific Probe,Deep Space,Partial Success
2190,Virgin Galactic,Satellite Deployment,1962-01-27,2895,Scientific Probe,Moon,Success
2191,ESA,Space Tourism,1970-12-01,525,Rover,Asteroid Belt,Partial Success
2192,SpaceX,Deep Space,2016-11-15,1317,Crewed,Moon,Partial Success
2193,Roscosmos,Mars,1958-06-18,1113,Space Telescope,Moon,Failure
2194,Blue Origin,Deep Space,2015-10-21,4261,Cargo,Mars,Success
2195,Blue Origin,Deep Space,2018-11-15,3878,Scientific Probe,Asteroid Belt,Partial Success
2196,ISRO,Asteroid Mining,1967-01-08,2900,Satellite,Deep Space,Failure
2197,SpaceX,Satellite Deployment,2024-04-13,1449,Crewed,Moon,Partial Success
2198,Blue Origin,Lunar,1961-01-06,4997,Scientific Probe,Asteroid Belt,Failure
2199,ESA,Deep Space,1982-11-04,4809,Satellite,Moon,Failure
2200,Blue Origin,Space Tourism,1999-02-20,1239,Rover,Asteroid Belt,Failure
2201,Virgin Galactic,Mars,1961-03-14,2495,Scientific Probe,Asteroid Belt,Failure
2202,Virgin Galactic,Deep Space,1986-09-09,979,Crewed,Asteroid Belt,Success
2203,Blue Origin,Asteroid Mining,1983-02-12,3048,Cargo,Asteroid Belt,Success
2204,NASA,Lunar,1957-01-14,229,Satellite,Low Earth Orbit,Failure
2205,Roscosmos,Orbital,1981-12-26,1228,Satellite,Moon,Success
2206,NASA,Lunar,2012-01-25,2532,Rover,Low Earth Orbit,Partial Success
2207,Virgin Galactic,Orbital,2010-11-15,2949,Space Telescope,Mars,Failure
2208,SpaceX,Orbital,2024-02-08,2479,Satellite,Low Earth Orbit,Failure
2209,Blue Origin,Lunar,2017-09-07,1078,Satellite,Mars,Success
2210,Virgin Galactic,Mars,2004-01-19,3712,Cargo,Moon,Success
2211,ESA,Mars,1970-08-03,2632,Crewed,Low Earth Orbit,Success
2212,Blue Origin,Deep Space,1969-11-05,470,Satellite,Low Earth Orbit,Success
2213,Virgin Galactic,Deep Space,2016-09-09,4703,Space Telescope,Moon,Failure
2214,Roscosmos,Deep Space,2018-04-18,3670,Cargo,Deep Space,Partial Success
2215,CNSA,Orbital,1978-06-26,4413,Crewed,Asteroid Belt,Failure
2216,Roscosmos,Space Tourism,1963-05-19,4896,Rover,Low Earth Orbit,Failure
2217,ESA,Deep Space,1997-08-03,50,Rover,Deep Space,Failure
2218,Blue Origin,Asteroid Mining,1997-03-07,3192,Satellite,Mars,Success
2219,Roscosmos,Deep Space,1992-02-18,3966,Cargo,Moon,Success
2220,ESA,Satellite Deployment,1988-08-02,826,Scientific Probe,Low Earth Orbit,Failure
2221,ISRO,Deep Space,1968-03-18,1770,Rover,Moon,Failure
2222,CNSA,Space Tourism,1966-05-16,3046,Space Telescope,Deep Space,Success
2223,Blue Origin,Satellite Deployment,1958-01-24,3443,Cargo,Asteroid Belt,Success
2224,ESA,Orbital,1987-10-28,3336,Satellite,Deep Space,Failure
2225,SpaceX,Satellite Deployment,2001-02-28,2515,Rover,Deep Space,Failure
2226,NASA,Asteroid Mining,1994-07-18,1777,Space Telescope,Asteroid Belt,Success
2227,SpaceX,Space Tourism,1960-04-20,2565,Rover,Asteroid Belt,Failure
2228,ISRO,Asteroid Mining,1990-12-08,2378,Crewed,Low Earth Orbit,Failure
2229,SpaceX,Satellite Deployment,2021-03-28,1883,Scientific Probe,Mars,Failure
2230,ISRO,Mars,1974-05-19,3310,Satellite,Low Earth Orbit,Success
2231,NASA,Satellite Deployment,1973-01-07,1772,Scientific Probe,Deep Space,Success
2232,Blue Origin,Deep Space,2007-07-23,1807,Scientific Probe,Mars,Success
2233,ISRO,Orbital,2024-11-27,897,Crewed,Moon,Partial Success
2234,CNSA,Orbital,2005-09-21,253,Scientific Probe,Asteroid Belt,Success
2235,SpaceX,Asteroid Mining,1988-03-21,592,Satellite,Asteroid Belt,Partial Success
2236,NASA,Asteroid Mining,1991-09-08,455,Crewed,Moon,Failure
2237,CNSA,Deep Space,2003-10-17,239,Space Telescope,Low Earth Orbit,Partial Success
2238,Virgin Galactic,Mars,2002-10-12,519,Cargo,Deep Space,Failure
2239,Virgin Galactic,Space Tourism,1970-04-03,1854,Rover,Deep Space,Success
2240,NASA,Space Tourism,1976-10-16,4185,Scientific Probe,Mars,Partial Success
2241,NASA,Deep Space,1989-06-03,484,Crewed,Deep Space,Success
2242,ESA,Satellite Deployment,1986-10-14,768,Scientific Probe,Asteroid Belt,Failure
2243,SpaceX,Lunar,1975-10-17,3366,Satellite,Low Earth Orbit,Failure
2244,Virgin Galactic,Space Tourism,1965-08-18,2765,Cargo,Mars,Partial Success
2245,NASA,Satellite Deployment,1970-01-03,1723,Scientific Probe,Low Earth Orbit,Failure
2246,Blue Origin,Deep Space,1962-06-19,4400,Satellite,Asteroid Belt,Failure
2247,Roscosmos,Lunar,1987-04-07,4182,Space Telescope,Asteroid Belt,Failure
2248,Virgin Galactic,Space Tourism,2021-07-28,1573,Scientific Probe,Asteroid Belt,Success
2249,Virgin Galactic,Asteroid Mining,2000-04-23,981,Scientific Probe,Deep Space,Failure
2250,Virgin Galactic,Satellite Deployment,2018-09-19,3594,Space Telescope,Asteroid Belt,Partial Success
2251,SpaceX,Asteroid Mining,2005-01-21,1179,Satellite,Asteroid Belt,Partial Success
2252,NASA,Space Tourism,1964-07-18,3236,Scientific Probe,Mars,Failure
2253,Virgin Galactic,Lunar,2016-01-01,2792,Space Telescope,Low Earth Orbit,Failure
2254,NASA,Orbital,1977-10-19,4137,Cargo,Deep Space,Success
2255,ESA,Satellite Deployment,2003-06-10,530,Space Telescope,Asteroid Belt,Partial Success
2256,Blue Origin,Orbital,1958-08-28,4278,Space Telescope,Low Earth Orbit,Failure
2257,ISRO,Deep Space,1976-12-14,316,Crewed,Moon,Failure
2258,Roscosmos,Asteroid Mining,1992-07-13,2658,Cargo,Mars,Success
2259,NASA,Space Tourism,2022-05-17,1829,Cargo,Deep Space,Partial Success
2260,Roscosmos,Asteroid Mining,1958-12-23,2367,Satellite,Asteroid Belt,Partial Success
2261,ISRO,Satellite Deployment,1971-02-17,783,Cargo,Mars,Partial Success
2262,Roscosmos,Asteroid Mining,1979-11-14,408,Space Telescope,Mars,Failure
2263,Virgin Galactic,Orbital,2007-11-07,686,Space Telescope,Low Earth Orbit,Success
2264,Virgin Galactic,Orbital,1996-05-16,2657,Rover,Moon,Partial Success
2265,Virgin Galactic,Orbital,1995-05-03,735,Cargo,Low Earth Orbit,Success
2266,NASA,Satellite Deployment,2020-11-13,897,Space Telescope,Deep Space,Partial Success
2267,SpaceX,Space Tourism,2009-04-21,4844,Space Telescope,Moon,Failure
2268,Roscosmos,Mars,1991-01-20,406,Cargo,Mars,Success
2269,ESA,Lunar,2019-12-16,1897,Cargo,Deep Space,Success
2270,CNSA,Space Tourism,2013-06-19,2374,Rover,Mars,Failure
2271,ESA,Satellite Deployment,1973-05-04,283,Scientific Probe,Deep Space,Failure
2272,Blue Origin,Orbital,1975-06-26,4825,Rover,Low Earth Orbit,Partial Success
2273,SpaceX,Deep Space,1965-04-26,2603,Satellite,Mars,Success
2274,Blue Origin,Asteroid Mining,1995-11-02,1135,Space Telescope,Asteroid Belt,Success
2275,CNSA,Space Tourism,2016-04-04,2222,Satellite,Low Earth Orbit,Failure
2276,Virgin Galactic,Mars,2021-02-08,2496,Crewed,Low Earth Orbit,Success
2277,CNSA,Satellite Deployment,2011-12-28,2497,Scientific Probe,Mars,Partial Success
2278,Blue Origin,Asteroid Mining,2009-03-11,2900,Crewed,Mars,Failure
2279,CNSA,Orbital,2005-12-16,798,Cargo,Moon,Failure
2280,CNSA,Deep Space,2003-05-24,2355,Scientific Probe,Low Earth Orbit,Partial Success
2281,ISRO,Asteroid Mining,1996-10-13,2081,Space Telescope,Mars,Partial Success
2282,NASA,Orbital,1975-03-13,691,Space Telescope,Mars,Success
2283,Roscosmos,Space Tourism,2017-02-22,3460,Satellite,Low Earth Orbit,Failure
2284,CNSA,Deep Space,1980-12-01,4749,Satellite,Mars,Failure
2285,CNSA,Mars,1989-06-16,3572,Cargo,Mars,Partial Success
2286,CNSA,Orbital,1988-07-18,2945,Rover,Moon,Success
2287,Blue Origin,Deep Space,2009-12-08,1946,Satellite,Low Earth Orbit,Success
2288,Virgin Galactic,Satellite Deployment,2017-01-01,4630,Crewed,Low Earth Orbit,Success
2289,ISRO,Orbital,1992-03-27,3381,Crewed,Mars,Partial Success
2290,Roscosmos,Asteroid Mining,2008-06-06,1407,Satellite,Deep Space,Failure
2291,Blue Origin,Mars,2007-12-06,4488,Satellite,Moon,Partial Success
2292,Virgin Galactic,Asteroid Mining,2009-05-14,90,Scientific Probe,Deep Space,Failure
2293,ESA,Satellite Deployment,1981-08-01,1619,Rover,Low Earth Orbit,Partial Success
2294,NASA,Satellite Deployment,2024-07-16,1650,Cargo,Mars,Success
2295,Blue Origin,Lunar,2019-04-25,3456,Scientific Probe,Mars,Failure
2296,ESA,Space Tourism,1986-03-04,3580,Rover,Mars,Failure
2297,Roscosmos,Satellite Deployment,1978-10-04,2974,Space Telescope,Moon,Failure
2298,ESA,Lunar,2003-07-20,1883,Rover,Moon,Partial Success
2299,Blue Origin,Satellite Deployment,1998-10-22,3256,Cargo,Asteroid Belt,Success
2300,ISRO,Lunar,1972-07-17,1097,Rover,Mars,Partial Success
2301,ESA,Space Tourism,1982-06-17,1120,Space Telescope,Moon,Success
2302,NASA,Space Tourism,1983-03-26,1015,Crewed,Deep Space,Success
2303,CNSA,Asteroid Mining,1980-05-28,410,Cargo,Deep Space,Success
2304,Roscosmos,Lunar,1971-10-13,1701,Rover,Asteroid Belt,Success
2305,CNSA,Space Tourism,1993-03-02,116,Satellite,Mars,Partial Success
2306,SpaceX,Space Tourism,2018-05-10,2826,Space Telescope,Asteroid Belt,Partial Success
2307,SpaceX,Deep Space,1978-04-26,2853,Rover,Asteroid Belt,Partial Success
2308,Virgin Galactic,Satellite Deployment,1960-05-03,2907,Crewed,Moon,Success
2309,SpaceX,Lunar,1959-08-28,1548,Satellite,Low Earth Orbit,Partial Success
2310,CNSA,Orbital,2011-09-06,4540,Satellite,Asteroid Belt,Failure
2311,ESA,Space Tourism,2023-05-01,553,Satellite,Asteroid Belt,Partial Success
2312,Roscosmos,Asteroid Mining,1969-06-25,3188,Rover,Deep Space,Success
2313,Blue Origin,Asteroid Mining,1990-11-14,1610,Rover,Mars,Success
2314,Blue Origin,Space Tourism,1999-10-04,1244,Space Telescope,Asteroid Belt,Failure
2315,Roscosmos,Deep Space,2017-01-19,3593,Satellite,Deep Space,Partial Success
2316,Roscosmos,Space Tourism,2014-03-14,2249,Satellite,Asteroid Belt,Success
2317,ISRO,Asteroid Mining,2004-10-09,1702,Satellite,Deep Space,Partial Success
2318,SpaceX,Orbital,2018-10-05,4075,Rover,Mars,Success
2319,ISRO,Lunar,2012-11-11,4792,Crewed,Moon,Partial Success
2320,SpaceX,Lunar,1970-05-24,1912,Cargo,Low Earth Orbit,Success
2321,NASA,Asteroid Mining,1975-12-03,512,Satellite,Low Earth Orbit,Success
2322,Blue Origin,Mars,1972-05-18,4147,Satellite,Asteroid Belt,Failure
2323,ISRO,Mars,1965-03-13,2828,Scientific Probe,Asteroid Belt,Partial Success
2324,Virgin Galactic,Mars,1991-06-11,657,Scientific Probe,Moon,Success
2325,SpaceX,Satellite Deployment,1990-06-13,2702,Scientific Probe,Deep Space,Success
2326,Blue Origin,Lunar,2012-12-07,4737,Rover,Moon,Success
2327,NASA,Satellite Deployment,2001-06-24,2419,Rover,Low Earth Orbit,Partial Success
2328,SpaceX,Space Tourism,1986-06-22,4420,Satellite,Asteroid Belt,Partial Success
2329,Blue Origin,Asteroid Mining,2018-06-18,4799,Space Telescope,Deep Space,Success
2330,NASA,Orbital,1992-06-24,2051,Rover,Low Earth Orbit,Partial Success
2331,Roscosmos,Space Tourism,1972-11-24,1388,Rover,Mars,Success
2332,CNSA,Mars,1989-05-11,2100,Crewed,Moon,Success
2333,SpaceX,Deep Space,1975-02-06,1600,Cargo,Asteroid Belt,Success
2334,ESA,Orbital,2009-06-24,2419,Space Telescope,Mars,Failure
2335,NASA,Orbital,1989-05-11,4607,Cargo,Deep Space,Failure
2336,NASA,Lunar,1977-02-23,2832,Space Telescope,Mars,Failure
2337,NASA,Deep Space,1996-12-11,4617,Scientific Probe,Mars,Partial Success
2338,Virgin Galactic,Orbital,1965-01-01,3268,Scientific Probe,Mars,Failure
2339,CNSA,Asteroid Mining,1992-03-05,4242,Crewed,Mars,Success
2340,ISRO,Satellite Deployment,1971-04-18,751,Crewed,Mars,Failure
2341,Virgin Galactic,Asteroid Mining,1989-09-26,758,Space Telescope,Deep Space,Failure
2342,ISRO,Lunar,1969-05-24,359,Crewed,Asteroid Belt,Success
2343,ISRO,Mars,1986-10-06,2846,Space Telescope,Asteroid Belt,Partial Success
2344,ESA,Lunar,2002-02-27,3834,Scientific Probe,Moon,Failure
2345,Roscosmos,Mars,1972-12-18,4293,Scientific Probe,Mars,Partial Success
2346,Virgin Galactic,Space Tourism,2023-03-11,4295,Space Telescope,Deep Space,Success
2347,Virgin Galactic,Asteroid Mining,1978-05-23,2843,Cargo,Asteroid Belt,Success
2348,CNSA,Mars,1989-04-02,2733,Rover,Low Earth Orbit,Failure
2349,ESA,Mars,2018-11-16,3772,Cargo,Moon,Failure
2350,Roscosmos,Lunar,1985-06-16,3314,Cargo,Moon,Partial Success
2351,ESA,Lunar,2005-05-26,1758,Crewed,Mars,Partial Success
2352,ESA,Lunar,1957-11-23,1382,Rover,Low Earth Orbit,Partial Success
2353,Virgin Galactic,Satellite Deployment,1988-02-14,1689,Cargo,Mars,Success
2354,Virgin Galactic,Asteroid Mining,1958-06-15,3127,Rover,Asteroid Belt,Partial Success
2355,Blue Origin,Orbital,1992-12-28,536,Space Telescope,Deep Space,Failure
2356,Blue Origin,Space Tourism,2004-09-06,3632,Satellite,Low Earth Orbit,Partial Success
2357,Virgin Galactic,Orbital,1962-07-17,663,Rover,Low Earth Orbit,Failure
2358,ISRO,Asteroid Mining,2021-10-12,2286,Cargo,Asteroid Belt,Success
2359,SpaceX,Satellite Deployment,1989-02-05,2199,Cargo,Mars,Partial Success
2360,NASA,Orbital,2003-09-12,1655,Satellite,Asteroid Belt,Failure
2361,NASA,Mars,1961-09-21,3062,Space Telescope,Mars,Partial Success
2362,CNSA,Asteroid Mining,2009-03-09,237,Rover,Mars,Failure
2363,NASA,Space Tourism,1988-01-08,515,Rover,Mars,Partial Success
2364,Roscosmos,Mars,2024-02-02,1480,Rover,Moon,Failure
2365,NASA,Orbital,1969-03-18,1562,Rover,Mars,Failure
2366,ISRO,Deep Space,1998-05-24,2647,Satellite,Moon,Partial Success
2367,Blue Origin,Deep Space,1978-12-02,561,Scientific Probe,Moon,Partial Success
2368,NASA,Satellite Deployment,2002-05-26,2782,Scientific Probe,Moon,Partial Success
2369,ISRO,Lunar,1991-09-20,3805,Cargo,Asteroid Belt,Partial Success
2370,ESA,Orbital,2023-05-25,243,Crewed,Moon,Partial Success
2371,ESA,Asteroid Mining,1961-05-01,4461,Satellite,Moon,Partial Success
2372,Virgin Galactic,Mars,1974-01-24,2513,Rover,Low Earth Orbit,Failure
2373,ESA,Lunar,1989-01-27,2868,Crewed,Asteroid Belt,Failure
2374,Blue Origin,Satellite Deployment,1974-07-27,4443,Rover,Mars,Partial Success
2375,ISRO,Space Tourism,1985-03-12,1407,Crewed,Asteroid Belt,Success
2376,NASA,Satellite Deployment,1977-07-21,1630,Satellite,Mars,Partial Success
2377,SpaceX,Asteroid Mining,2006-03-23,4648,Scientific Probe,Low Earth Orbit,Success
2378,Virgin Galactic,Deep Space,1995-12-21,3981,Rover,Mars,Failure
2379,CNSA,Deep Space,1991-10-01,3521,Space Telescope,Asteroid Belt,Success
2380,Virgin Galactic,Deep Space,2007-02-23,3367,Cargo,Asteroid Belt,Failure
2381,CNSA,Deep Space,1976-03-21,1975,Crewed,Moon,Failure
2382,Roscosmos,Mars,1997-02-08,4952,Satellite,Asteroid Belt,Partial Success
2383,Virgin Galactic,Deep Space,1985-05-06,2677,Space Telescope,Mars,Success
2384,Virgin Galactic,Mars,1997-04-28,1645,Scientific Probe,Mars,Failure
2385,ESA,Orbital,2006-02-11,3424,Rover,Mars,Failure
2386,Virgin Galactic,Deep Space,2013-12-14,2411,Space Telescope,Deep Space,Failure
2387,SpaceX,Deep Space,1966-04-21,4796,Space Telescope,Deep Space,Partial Success
2388,NASA,Satellite Deployment,1978-04-15,190,Rover,Mars,Success
2389,ISRO,Mars,1984-06-14,964,Rover,Deep Space,Success
2390,ESA,Mars,2017-05-24,2526,Satellite,Deep Space,Partial Success
2391,ESA,Lunar,1984-02-21,1123,Space Telescope,Moon,Partial Success
2392,CNSA,Deep Space,2002-10-28,2714,Satellite,Moon,Failure
2393,SpaceX,Satellite Deployment,1990-07-27,4238,Satellite,Low Earth Orbit,Success
2394,Roscosmos,Satellite Deployment,1963-03-20,1056,Space Telescope,Deep Space,Partial Success
2395,ISRO,Deep Space,1978-03-25,2630,Cargo,Asteroid Belt,Partial Success
2396,Blue Origin,Mars,2009-05-17,1767,Crewed,Moon,Partial Success
2397,SpaceX,Space Tourism,2011-05-22,455,Crewed,Deep Space,Failure
2398,Virgin Galactic,Asteroid Mining,1964-08-04,1409,Space Telescope,Deep Space,Partial Success
2399,Virgin Galactic,Lunar,2012-07-13,3879,Space Telescope,Low Earth Orbit,Partial Success
2400,Blue Origin,Orbital,2006-12-19,4764,Rover,Deep Space,Success
2401,SpaceX,Mars,2011-01-13,4483,Space Telescope,Asteroid Belt,Failure
2402,Blue Origin,Space Tourism,2014-02-25,249,Scientific Probe,Moon,Partial Success
2403,Blue Origin,Satellite Deployment,1973-09-26,1272,Rover,Moon,Success
2404,ESA,Lunar,1992-04-04,4935,Rover,Low Earth Orbit,Success
2405,Blue Origin,Lunar,1973-07-05,639,Space Telescope,Low Earth Orbit,Success
2406,NASA,Satellite Deployment,1970-05-17,2902,Cargo,Mars,Failure
2407,NASA,Mars,1967-10-09,1273,Rover,Moon,Partial Success
2408,CNSA,Orbital,1968-09-05,3632,Crewed,Deep Space,Failure
2409,SpaceX,Satellite Deployment,2022-09-18,4709,Satellite,Asteroid Belt,Failure
2410,Blue Origin,Lunar,1980-11-20,1155,Cargo,Low Earth Orbit,Failure
2411,Roscosmos,Mars,2023-02-26,3323,Space Telescope,Deep Space,Partial Success
2412,Blue Origin,Space Tourism,1989-05-13,1459,Satellite,Moon,Failure
2413,Roscosmos,Satellite Deployment,2015-02-19,4562,Satellite,Asteroid Belt,Partial Success
2414,ISRO,Satellite Deployment,1998-08-19,2513,Cargo,Deep Space,Failure
2415,ESA,Lunar,1973-07-06,3709,Space Telescope,Mars,Partial Success
2416,NASA,Space Tourism,1979-11-17,2728,Crewed,Asteroid Belt,Success
2417,Blue Origin,Satellite Deployment,1962-08-01,4837,Rover,Mars,Success
2418,ISRO,Lunar,2010-11-22,371,Cargo,Deep Space,Failure
2419,Virgin Galactic,Mars,1990-06-25,3245,Satellite,Mars,Partial Success
2420,NASA,Satellite Deployment,1998-01-19,3099,Cargo,Asteroid Belt,Partial Success
2421,SpaceX,Orbital,2009-12-01,3678,Rover,Deep Space,Failure
2422,Blue Origin,Asteroid Mining,1957-02-16,1453,Scientific Probe,Asteroid Belt,Success
2423,Blue Origin,Satellite Deployment,2000-11-04,706,Space Telescope,Low Earth Orbit,Failure
2424,ESA,Satellite Deployment,2014-10-03,999,Crewed,Moon,Success
2425,Roscosmos,Lunar,1983-02-13,3790,Crewed,Asteroid Belt,Success
2426,ESA,Satellite Deployment,1974-04-01,2850,Rover,Deep Space,Partial Success
2427,CNSA,Satellite Deployment,1992-01-03,3310,Scientific Probe,Moon,Failure
2428,ISRO,Mars,1995-02-12,4011,Crewed,Mars,Partial Success
2429,Virgin Galactic,Satellite Deployment,1975-09-16,2914,Scientific Probe,Low Earth Orbit,Success
2430,ISRO,Satellite Deployment,2004-10-25,1990,Scientific Probe,Deep Space,Partial Success
2431,Blue Origin,Orbital,2014-06-05,544,Scientific Probe,Asteroid Belt,Failure
2432,ISRO,Mars,1960-09-22,4298,Rover,Asteroid Belt,Partial Success
2433,ESA,Satellite Deployment,1961-08-23,2579,Satellite,Low Earth Orbit,Partial Success
2434,CNSA,Mars,2021-09-25,4355,Rover,Mars,Partial Success
2435,NASA,Asteroid Mining,1998-06-22,611,Scientific Probe,Asteroid Belt,Failure
2436,Blue Origin,Space Tourism,1985-11-27,545,Scientific Probe,Mars,Partial Success
2437,ISRO,Deep Space,1994-03-16,4316,Space Telescope,Low Earth Orbit,Failure
2438,ESA,Mars,2003-02-13,4131,Cargo,Moon,Success
2439,Blue Origin,Asteroid Mining,1982-06-03,825,Cargo,Mars,Failure
2440,Roscosmos,Asteroid Mining,2021-04-28,4329,Satellite,Deep Space,Success
2441,ISRO,Deep Space,1980-01-16,1008,Crewed,Deep Space,Success
2442,SpaceX,Deep Space,1960-09-02,2316,Scientific Probe,Asteroid Belt,Partial Success
2443,NASA,Satellite Deployment,1996-06-24,2962,Scientific Probe,Asteroid Belt,Partial Success
2444,ISRO,Orbital,1988-09-24,3080,Rover,Deep Space,Failure
2445,ESA,Deep Space,2024-03-17,1786,Satellite,Deep Space,Success
2446,ESA,Space Tourism,2003-07-14,1291,Cargo,Moon,Success
2447,ESA,Mars,1991-08-04,3173,Space Telescope,Moon,Partial Success
